Case ID,"Overall, how often do you use the internet?",Do you do use social media?,Does social media make you feel more connected to information about what's going on in your friends' lives?,Does social media make you feel worse about your own life because of what you see from other friends on social media?,Does social media make you feel better connected to your friends' feelings?,Does social media make you feel pressure to post content that will be popular and get lots of comments or likes?,Does social media make you feel pressure to only post content that makes you look good to others?,Do you ever experience on social media people posting about things you werent invited to?,Do you ever experience on social media people stirring up drama?,Do you ever experience on social media people posting things about you that you cant change or control?,Do you ever experience on social media people supporting you through challenges or tough times?,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
146,Several times a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Agree,Agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,WI,Not working - disabled,Yes,"$50,000-$99,000"
147,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Rented for cash,IN,Working - as a paid employee,Yes,"$50,000-$99,000"
149,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,No,Agree,Disagree,Agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A building with 2 or more apartments,Married,Metro,South,Rented for cash,FL,Working - as a paid employee,Yes,"$50,000-$99,000"
150,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a little","Yes, occasionally",No,"Yes, occasionally","Yes, frequently",Strongly agree,Strongly agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Working - as a paid employee,Yes,"$50,000-$99,000"
151,Several times a week,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,No,Disagree,Disagree,Disagree,No,Hispanic,13,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,KS,Not working - other,Yes,"$100,000+"
152,Several times a day,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a little","Yes, a little",No,"Yes, occasionally","Yes, frequently","Yes, occasionally",Agree,Agree,Agree,No,Hispanic,16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$50,000-$99,000"
153,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MO,Working - as a paid employee,Yes,"$100,000+"
155,Several times a day,Yes,"Yes, a little",No,No,"Yes, a little","Yes, a little",No,No,No,"Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TN,Working - as a paid employee,Yes,"$50,000-$99,000"
157,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,West,Owned or being bought by you or someone in your household,WY,Not working - other,Yes,"$100,000+"
158,Several times a day,Yes,"Yes, a little","Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, frequently","Yes, frequently","Yes, frequently","Yes, frequently",Strongly agree,Agree,Strongly agree,No,"2+ Races, Non-Hispanic",16,Female,"No, not transgender",4,A mobile home,Married,Non-Metro,South,Rented for cash,NC,Working - as a paid employee,Yes,"$100,000+"
160,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,Refused,4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"$50,000-$99,000"
161,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,NE,Working - as a paid employee,Yes,"$50,000-$99,000"
163,Almost constantly,Yes,"Yes, a lot",No,"Yes, a lot",No,No,"Yes, frequently",No,"Yes, occasionally","Yes, frequently",Agree,Strongly agree,Strongly agree,No,"Black, Non-Hispanic",14,Female,"No, not transgender",5,A one-family house attached to one or more houses,Married,Metro,Midwest,Rented for cash,MI,Working - as a paid employee,Yes,"under $50,000"
165,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Yes,"White, Non-Hispanic",15,Female,"No, not transgender",4,A mobile home,Married,Metro,South,Owned or being bought by you or someone in your household,AR,Working - as a paid employee,Yes,"under $50,000"
166,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",15,Female,"No, not transgender",4,A one-family house detached from any other house,Never married,Non-Metro,South,Rented for cash,GA,Working - as a paid employee,Yes,"under $50,000"
168,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"2+ Races, Non-Hispanic",14,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Northeast,Rented for cash,NY,Working - as a paid employee,Yes,"$50,000-$99,000"
171,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$50,000-$99,000"
174,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",16,Female,Refused,3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - self-employed,Yes,"under $50,000"
175,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,CT,Working - as a paid employee,Yes,"$100,000+"
177,Almost constantly,Yes,"Yes, a little",No,No,"Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally",No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",15,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NH,Working - as a paid employee,Yes,"$50,000-$99,000"
179,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Yes,"White, Non-Hispanic",14,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,WA,Working - as a paid employee,Yes,"$50,000-$99,000"
182,Almost constantly,Yes,"Yes, a little",No,"Yes, a lot",No,"Yes, a lot",No,"Yes, occasionally",No,"Yes, occasionally",Strongly agree,Agree,Strongly agree,No,"2+ Races, Non-Hispanic",14,Male,"No, not transgender",3,A one-family house detached from any other house,Widowed,Metro,West,Owned or being bought by you or someone in your household,CO,Working - as a paid employee,Yes,"$50,000-$99,000"
185,Almost constantly,Yes,"Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, frequently","Yes, frequently","Yes, frequently","Yes, frequently",Strongly agree,Disagree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Not working - on temporary layoff from a job,Yes,"$100,000+"
187,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"2+ Races, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Separated,Metro,South,Rented for cash,FL,Working - self-employed,Yes,"$100,000+"
190,Several times a day,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally",No,No,Disagree,Agree,Strongly agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Non-Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - as a paid employee,Yes,"$50,000-$99,000"
194,Several times a day,Yes,"Yes, a little",No,No,No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"$50,000-$99,000"
195,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,14,Female,"No, not transgender",5,A one-family house attached to one or more houses,Married,Metro,West,Rented for cash,CA,Working - as a paid employee,Yes,"under $50,000"
196,Almost constantly,Yes,"Yes, a lot","Yes, a lot",No,"Yes, a lot","Yes, a lot","Yes, frequently","Yes, frequently","Yes, frequently",No,Strongly agree,Strongly agree,Strongly agree,Yes,"White, Non-Hispanic",17,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Working - as a paid employee,Yes,"$100,000+"
198,Several times a day,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally",No,"Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,WI,Working - as a paid employee,Yes,"$50,000-$99,000"
